Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1669-ET-097C;1669 Etna Eruption;Finch, Heneage;;Charles II Stuart;A true and exact relation of the late prodigious earth-quake and eruption of Mount Ætna, or Monte-Gibello as it came in a letter written to His Majesty from Naples by the Right Honourable the Earl of Winchilsea, His Maiesties late ambassador at Constantinople, who in his return from thence visiting Catania in the island of Sicily was an eye-witness of that dreadfull spectacle. Together with a more particular narrative of the same as it is collected out of several relations sent from Catania. Published by authority.;"Dancer, Samuel; Tooke, Benjamin";Dublin: Printed, by Benjamin Tooke, printer to the Kings most excellent Majesty, and are to be sold by Samuel Dancer, book-seller in Castle-street, 1669.;Dublin;;;1669;English;Prose;;Cambridge, Cambridge University Library Trinity College Library: Reserve (Wren) May be available (T.4.32);;P-1669-ET-0979 / 1669 Etna Eruption / A true and exact relation of the late prodigious earthquake & eruption of Mount Aetna as it came in a letter from Naples by the Right Honorable the Earle of Winchilsea. Together with a more particular narrative of the same, as it is collected out of several relations sent out from Catania (Very similar to);"This edition contains:- A letter wrote in Naples on the 27th April 1669 from Lord Heneage Finch Winchilsea to Charles II of England (whose original handwritten text is in: M.A.G. Everett, ed., Calendar of State Papers Domestic: Charles II, 1668-9, London, Longman & Roberts, 1894; cfr. Azzaro e Castelli 2013, p. 32);- A particular narrative of the same, as it is collected out of severall sic relations sent from Catania (pp. 11-25), translation into English of P-1669-ET-0154;- A later relation from Catania, bearing date the 27th of April, gives us this farther account viz. (pp. 26-30), translation into English of P-1669-ET-015D.<br>The London edition was the first one to be printed.";;*Vedere P-1669-ET-0979
P-1669-ET-097D;1669 Etna Eruption;Finch, Heneage;;Charles II Stuart;A true and / exact relation of the late prodigious earthquake and eruption of Mount Aetna, / or, Monte-Gibello : as it came in a letter vvritten to His Majesty from Naples / by the Right Honourable the Earle of Winchilsea, His Majesties late ambassador / at Constantinople, who in his return from thence, visiting Catania in the / island of Sicily, was an eye-witnesse of that dreadfull spectacle. Together / with a more particular narrative of the same as it is collected out of several / relations sent from Catania;;;Edinburgh;;;1669;English;Prose;;Chicago, Illinois University Library  Stacks Non-circulating Ferguson 2/071;;P-1669-ET-0979 / 1669 Etna Eruption / A true and exact relation of the late prodigious earthquake & eruption of Mount Aetna as it came in a letter from Naples by the Right Honorable the Earle of Winchilsea. Together with a more particular narrative of the same, as it is collected out of several relations sent out from Catania (Very similar to);"This edition contains:- A letter wrote in Naples on the 27th April 1669 from Lord Heneage Finch Winchilsea to Charles II of England (whose original handwritten text is in: M.A.G. Everett, ed., Calendar of State Papers Domestic: Charles II, 1668-9, London, Longman & Roberts, 1894; cfr. Azzaro e Castelli 2013, p. 32);- A particular narrative of the same, as it is collected out of severall sic relations sent from Catania (pp. 11-25), translation into English of P-1669-ET-0154;- A later relation from Catania, bearing date the 27th of April, gives us this farther account viz. (pp. 26-30), translation into English of P-1669-ET-015D.<br>The London edition was the first one to be printed.";;*Vedere P-1669-ET-0979
P-1669-ET-097F;1669 Etna Eruption;Finch, Heneage;;Charles II Stuart;"A true and exact relation of the late prodigious earthquake &amp; eruption of Mount Aetna, or, Monte-Gibello; as it came in a letter written to His Majesty from Naples by the Right Honourable the Earl of Winchilsea, His Majesties late ambassador at Constantinople, who in his return from thence, visiting Catania in the island of Sicily, was an ey-witness of that dreadful spectacle. Together with a more particular narrative of the same, as it is collected out of several relations sent from Catania. Published by authority.";"Green, Samuel ; Johnson, Marmaduke";Cambridge Mass.: Printed by S.G. and M.J., 1669.;Cambridge;;;1669;English;Prose;;Worcester (Massachusetts), American Antiquarian Society Reserve 1669, (restricted);;P-1669-ET-0979 / 1669 Etna Eruption / A true and exact relation of the late prodigious earthquake & eruption of Mount Aetna as it came in a letter from Naples by the Right Honorable the Earle of Winchilsea. Together with a more particular narrative of the same, as it is collected out of several relations sent out from Catania (Very similar to);"This edition contains:- A letter wrote in Naples on the 27th April 1669 from Lord Heneage Finch Winchilsea to Charles II of England (whose original handwritten text is in: M.A.G. Everett, ed., Calendar of State Papers Domestic: Charles II, 1668-9, London, Longman &amp; Roberts, 1894; cfr. Azzaro e Castelli 2013, p. 32);- A particular narrative of the same, as it is collected out of severall sic relations sent from Catania (pp. 11-25), translation into English of P-1669-ET-0154;- A later relation from Catania, bearing date the 27th of April, gives us this farther account viz. (pp. 26-30), translation into English of P-1669-ET-015D.<br>The London edition was the first one to be printed.<br><br>This edition is the first relation (broadsheet) printed in Northern America (cfr. Reese 2008, quoted in Azzaro-Castelli 2013, p. 32).";;'La rarissima ristampa americana (ne esiste un solo esemplare conservato presso la American Antiquarian Association diWorcester, Massachusetts) è di particolare interesse per la storia dell’informazione poiché si tratta della prima relazione giornalistica in assoluto ad essere stata pubblicata nel continente americano settentrionale (Reese, 2008).' (Azzaro e Castelli 2013, p. 32)
P-1669-ET-0980;1669 Etna Eruption;;;;An Answer to some inquiries concerning the Eruptions of Mount Etna, Anno 1669. Communicated by some Inquisitive English Merchants, now residing in Sicily.;"Newcomb, Thomas; Martyn, John";London, printed by T. N. for John Martyn at the Bell, a little without Temple-Bar, Printer to the Royal Society, 1670.;London;;;1670;English;Prose;;London, British Library General Reference Collection C.144.l.1.;https://royalsocietypublishing.org/doi/epdf/10.1098/rstl.1669.0038;;In: Philosophical Transactions: giving some accompt sic of the present undertakings, studies and labours of the ingenious in many considerable parts of the world, vol. IV for Anno 1669, n. 51, September 20, 1669, London, printed by T .N. for John Martyn at the Bell, a little without Temple-Bar, Printer to the Royal Society, 1670, pp. 1028-1034.<br><br>A transcription of the text can be read in: Azzaro-Castelli 2013, pp. 208-217.;;"Da Azzaro e Castelli 2013, p. 35: 'Il 21 ottobre 1669 i membri della Royal Society potevano così ascoltare la lettura di un resocontoanonimo stilato da alcuni mercanti inglese allora residenti a Messina, i quali durante l’eruzione avevano fatto due visite a Catania,rispettivamente nella prima decade di aprile e intorno alla metà di maggio, in ambedue le occasioni spingendosi fino alla bocca eruttiva. Il testo, che descrive gli avvenimenti del periodo 20 febbraio-fine maggio 1669, è ordinato secondo un indice tematico (precursori dell’eruzione; suo inizio, progressi ed effetti; composizione della lava; aspetto della bocca eruttiva; estensione e caratteristiche dell’ingresso delia lava in mare; altezza dell’Etna) da cui si intuisce in filigrana l’esistenza di un preciso questionario, forse proposto dallo stesso Oldenburg. Nella seconda metà del Settecento il rapporto dei due mercanti fu ripubblicato in una forma aggiornata nel linguaggio e lievemente abbreviata, dì cui esistono versioni in francese e initaliano. Poiché la letteratura etnea classica tende a essere basata sulle riedizioni settecentesche, ci sembra utile ripubblicare qui il testo originale nella sua integrità ortografica e linguistica.'"
P-1669-ET-0981;1669 Etna Eruption;;;;Mount Aetna’ Flames or The Sicilian Wonder. With: A list of the most considerable towns and places ruin’d and destroyed by the dreadful earth-quake and eruptions.;"Coles, Francis; Vere, Thomas; Wright, John (Wright Coles)";Printed for F. Coles, T. Vere, and J. Wright Coles, London.;London;;;1669;English;Verse;;Oxford, Bodleian Library Wood's Collections 401 (199);;;A transcription of the text is in Azzaro-Castelli 2013, pp. 218-219.;;Da Azzaro e Castelli 2013, p. 36: 'versione popolare dell’opuscolo Winchilsea, sotto forma di ballata stampata su un foglio volante a buon mercato e abbellito da una vignetta in xilografia che riproduce quella di qualità ben superiore pubblicata nel testo originale. La ballata è corredata da un elenco di località colpite dall’eruzione che presenta evidenti somiglianze con quello proveniente dalla Relazione 7a.' (7A = A later relation from Catania, hearing date thè 27th of April, gives us this fartheraccount viz., in P-1669-ET-0979)
P-1669-ET-0982;1669 Etna Eruption;Vincent, Thomas;;;Fire and Brimstone from Heaven, From Earth, In Hell. Or, Three Discourses I. Concerning the burning of Sodom and Gomorrah formerly, II. Concerning the burning of AEtna, or Mount Gibel more lately, III. Concerning the burning of the wicked eternally;"Calvert, George; Sprint, Samuel";London, Printed for George Calvert, and Samuel Sprint, and are to be sold at the Golden Ball in Duck Lane, 1670.;London;;;1670;English;Prose;;London, British Library General Reference Collection 4452.a.37;;;A transcription of the text is in Azzaro-Castelli 2013, pp. 220-226.;;'La lettura del resoconto di Lord Winchilsea ispirò al predicatore puritano nonconformista Thomas Vincent (1634-1678) il proposito di scrivere a sua volta un pamphlet in cui sviscerare un aspetto dell’eruzione che il nobiluomo aveva del tutto trascurato: quello del suo valore simbolico di ammonimento spirituale all’umanità peccatrice. Vincent aveva già pubblicato opuscoli che oggi definiremmo di tono fondamentalista, prendendo spunto dalle grandi calamità che afflissero Londra nel 1664-1666 (la cosiddetta Great Plague del 1664-1666 e l’incendio che nel settembre 1666 distrusse gran parte della capitale britannica) per incitare i suoi lettori a un’osservanza dei precetti biblici assai più rigorosa di quella richiesta dalla ufficiale Chiesa d'Inghilterra (Stephen, 1899). L’iniziativa si inquadra nel contesto della reazione delle frange più estremiste del protestantesimo inglese alclima gaudente e libertino della vita sociale di una Gran Bretagna che, dopo la restaurazione della monarchia (1660), era in piena crisi di rigetto dell’esasperato rigorismo morale propugnato dalla dittatura di Cromwell.Incorporando ampi stralci del resoconto di Lord Winchilsea, l’opuscolo di Vincent si sofferma sui diversi aspetti fisici e cronachistici del fenomeno eruttivo per fornirne un’interpretazione in chiave spirituale e di propaganda anticattolica, senza perdere l’occasione di scagliare i suoi strali contro le recenti teorie degli scienziati cattolici Athanasius Kirchner e Niels Stensen(beato Niccolò Stenone), i quali proprio in quegli anni stavano gettando le basi della geologia moderna.' (Azzaro e Castelli 2013, p. 36)
P-1671-CA-0162;1671 Cadiz Hurricane;;;;Relación verdadera de los daños que en la ciudad de Cádiz y su bahía causó el huracán y contrastes de viento que sobrevino el domingo de Láçaro 15 de março de 1671. Con licencia y mandato de la muy noble y leal ciudad de Cádiz;Machado, Juan Lorenzo (Widow of);Impresso en casa de la viuda de Iuan Lorenço Machado, por Iuan Vejarano;Cadiz;;;1671;Spanish;Prose;Null;Granada, Universidad de Granada, Biblioteca del Hospital Real A-031-131 (34);https://digibug.ugr.es/handle/10481/12479;I-1671-CA-02DF / 1671 Cadiz Tornado / Coat of Arms of the City of Cadiz (This document includes);;;
P-1671-CA-0163;1671 Cadiz Hurricane;;;;Relación verdadera, y copia de carta, escrita de la ciudad de Cádiz a esta corte, donde declara el lamentable sucesso de dicha ciudad de Cádiz con el huracán, que le sobrevino en quinze de março deste presente año de mil y seiscientos y setenta y uno;;;Cadiz;;;1671;Spanish;Prose;5042395;Madrid, Biblioteca Nacional de España VE/69/26;;;;;Foto Schiano
P-1671-CA-0164;1671 Cadiz Hurricane;;;;Copia de carta, remitida de Cádiz a esta ciudad de Sevilla, donde da cuenta muy por extenso del lamentable estrago que en dicha ciudad causó el huracán;;;Cadiz;;;1671;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/1346/17;;;Contiene anche la Copia de carta escrita en Roma a 23. de mayo de 1671 años, en que se da noticia que se hizo justicia en Viena Corte del Emperador de los complices en la traición intentada contra el estado y vida de su Magestad Cesarea;;Foto Schiano
P-1671-CA-08D9;1671 Cadiz Hurricane;;;;Copia de carta remitida de la civdad de Cadiz, à esta Corte , en que dà quenta de lo sucedido en dicha Ciudad de Cadiz , con el vracan que le sobre vino en 15. de Março deste presente año de 1671;Figueró, Rafael;en la Imprenta de Rafael Figuerò à la Calle de los Algodoneros;Barcelona;;;1671;Spanish;Prose;;Barcelona, Universitat de Barcelona, Biblioteca de Reserva 07 XVII-768-3;https://www.bidiso.es/CBDRS/ediciones/BDRS0004977/756;;;;
P-1672-AB-0166;1672 Abruzzo Earthquake;;Dedicata al molto Ill. Signor Carlo Ronchelli Console Generale della Natione Milanese;Ronchelli, Carlo;Vera relatione del terremoto succeduto nella provincia d’Abruzzo, et in particolare nella città dell’Aquila, terre dell’Amatrice, e Montereale;Mollo, Francesco;Per Francesco Mollo;Naples;;;1672;Italian;Prose;Null;"London, British Library General Reference Collection 444.c.41.(4.); Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi MAG 68 D 0002 41";https://books.google.it/books?vid=BL:A0020642254&redir_esc=y;I-1672-AB-02E0 / 1672 Abruzzo Earthquake / Madonna with Child crowned above a Fortification (This document includes);;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1672-PL-0AB6;1672 Plasencia Hurricane;;;;"Relación verdadera donde se declara, y da quenta del / destrozo, y ruina, que padeció la Ciudad de Plasencia en treinta de Septiembre, / por el Huracán, el qual derrotó parte de la Santa Iglesia, y suntuosos / edificios, arrasó sus heredades, y una hermosa Isla, que era el adorno, y / recreo della, y otros destrozos, que verán por esta nueva Relación; y cómo los / dos Cabildos mayor, y menor hicieron rogativas, descubriendo el Santísimo / Sacramento, y a su imitación todos los conventos, y Parroquias";García de la Iglesia, Andrés;Por Andrés García de la Iglesia;Madrid;;;1672;Spanish;Verse;;"A Coruña, Fundación Biblioteca Casa del Consulado S3F; 6-1; 15(23)";;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;Foto Beatriz
P-1672-RI-016B;1672 Rimini Earthquake;;;;Verdadera relación del grande terremoto que susedió en la ciudad de Rimini en italia con destrucción de la mayor parte de iglesias y casas;Figueró, Rafael;Rafael Figuerò;Barcelona;;;1672;Spanish;;Null; ;;;;;
P-1674-LO-016D;1674 Lorca Earthquake;;;;Copia de una carta escrita por un cavallero de la ciudad de Lorca a otro de esta corte, avisándole del gran terremoto, y uracán que hubo en dicha ciudad, desde el día de San Lorenzo, hasta el día de la Degollación de San Iuan, que es a 29 de agosto de 1674;Espíritu Santo, José de;Joseph Espiritu Santo;Madrid;;;1674;Spanish;Prose;Null; ;;;;;Foto Schiano
P-1678-LI-016F;1678 Lima Earthquake;Montalvo, Francisco Antonio de;Al Excellentissimo Señor D. Melchor de Navarra y Rocafull, Duque de Palata, del Consexo de Estado, Virrey, Governador, y Capitan General del Reyno del Perù, Tierrafirme, y Chile;Navarra y Rocafull, Melchor de, duke of Palata (Viceroy of Peru, Duke of Palata);El sol del nuevo mundo ideado y compuesto en las esclarecidas operaciones del bienaventurado Toribio arçobispo de Lima por el D.or D. Francisco Ant.o de Montalvo, natural de Sevilla, del orden de S. Antonio de Viena. Y ofrecido al excellentíssimo señor D. Melchor de Navarra y Rocafull, duque de la Palata, del consexo de Estado, Virrey, governador, y capitán general del Reyno del Perú, Tierrafirme, y Chile. Por el doctor D. Ivan Francisco de Valladolid. Maestrescuela de la sancta yglesia metropolitana de los Reyes, y procurador general en Roma de la causa de canoniçaçión del glorioso prelado;Bernavó, Ángel;En la imprenta de Ángel Bernavó;Rome;;;1683;Spanish;Prose;Null;Durham, Duke University, Rubenstein Library, Rare Books, 4to BX4700.T75 M6 1683 c.1;https://archive.org/details/elsoldelnuevomun00mont/page/n1/mode/2up;;Riferimento al terremoto del 17 giugno 1678 accaduto in Lima e alle gestioni dell'arcivescovo e viceré del momento, Melchor de Liñán y Cisneros, a pagina 22.;;
P-1680-AN-0173;1680 Andalusia Earthquake;Armansa, Leonardo de;Querido padre, y señor;;Verdadera y nueva relación copia de carta y escrita de la ciudad de Argel a la de Cádiz por un cautivo, en que da cuenta a su padre del gran temblor de tierra, que huvo en dicha ciudad el día nueve de octubre del año passado de 1680, ruinas que causó, mortandad, y otras cosas particulares que verá el curioso lector;;;Seville;;;1680;Spanish;Prose;Null;Seville, Biblioteca de la Universidad de Sevilla A 112/111(53);https://archive.org/details/A11211153;;;;
P-1680-AN-0174;1680 Andalusia Earthquake;;;;Relación verdadera en que da cuenta de la ruina que a causado el temblor de tierra en la ciudad de Málaga y lugares de su comarca, y assí mismo lo que causó en Madrid, sucedido el día nueve de octubre, este presente año de 1680;Blas, Juan Francisco de;Por Juan Francisco de Blas;Seville;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/26/52;;;;;Foto Schiano
P-1680-AN-0175;1680 Andalusia Earthquake;;;;Relación sucinta de lo sucedido en la ciudad de Málaga con el terremoto, y temblor de tierra, miércoles, 9 de octubre deste año de 1680;;;;;;1680;Spanish;Prose;Null;Granada, Biblioteca Universitaria de Granada A-31-126(17bis);https://digibug.ugr.es/bitstream/handle/10481/12217/a-031-126%20%2817-2%29.pdf?sequence=1&isAllowed=y;;;;
P-1680-AN-0176;1680 Andalusia Earthquake;;;;Relación verdadera de la lastimosa destruición, que padeció la ciudad de Málaga, por el espantoso terremoto que sucedió el miércoles 9 de octubre deste presente año de 1680;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/69/71;http://bdh-rd.bne.es/viewer.vm?id=0000259111&page=1;;;;
P-1680-AN-0177;1680 Andalusia Earthquake;;;;Relación verdadera en que se refiere lo sucedido el miércoles nueve de octubre deste presente año de 1680 con el espantoso temblor de tierra, que generalmente se padeció a las siete de la mañana en estos reinos y especialmente en Córdoba, Valladolid, Jaén, Antequera y otras partes con otras noticias que verá el curioso;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/69/3;;;;;Foto Schiano
P-1680-AN-0178;1680 Andalusia Earthquake;;;;Relación verdadera que da cuenta del espantoso temblor de tierra que en la muy noble y muy leal ciudad de Sevilla sucedió el día miércoles 9 de octubre de 1680;Cabezas, Juan de;Por Iuan Cabeças;Seville;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/192/50;;;;;Foto Schiano
P-1680-AN-0179;1680 Andalusia Earthquake;;;;Segunda relación del horrible temblor de tierra que padeció la ciudad de Málaga el miércoles 9 de octubre deste año de 1680. Refiérense las circunstancias que faltaron e la primera, assí de lo sucedido en dicha ciudad, como en todos los lugares de sus contornos;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/141/106;;;;;Foto Schiano
P-1680-AN-017A;1680 Andalusia Earthquake;;;;Tercera relación en que se da cuenta de la más lamentable ruina, que ha sucedido en la ciudad de Málaga, y su contorno por ocasión del temblor, el día 9 de octubre deste presente año de 1680;Cabezas, Juan de;Por Iuan Cabeças;Seville;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VC/250/123;;;;;Foto Schiano
P-1680-AN-017B;1680 Andalusia Earthquake;;;;Temblor de tierra en Málaga este año de 1680;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España MSS/18400(H.427-428);http://bdh-rd.bne.es/viewer.vm?id=0000259112&page=1;;;;
P-1680-AN-017C;1680 Andalusia Earthquake;;;;Relación de el terremoto, que el día nueve de octubre de mil y seiscientos y ochenta padeció la ciudad de Córdoba: y de las demostraciones que en acción de gracias hizieron los illustríssimos Cabildos de la santa iglesia cathedral, y de la ciudad;Cea, Francisco de;Francisco de Cea;Cordoba;;;1680;Spanish;Prose;Null;Madrid, Biblioteca de la Real Academia de la Historia 9/3746(34);;M-1680-AN-0602 / 1680 Andalusia Earthquake / Relación del terremoto que el día 9 de octubre de 1680 padeció la Ciudad de Córdova y de las demonstraciones que en acción de gracias hicieron los ilustrísimos cavildos de la Santa Yglesia Cathedral y de la ciudad (Very similar to);;;Foto Schiano
P-1680-AN-017D;1680 Andalusia Earthquake;;;;Relación verdadera del temblor de tierra en Málaga este año 1680;Cormellas, Francisco;Francisco Cormellas;Barcelona;;;1680;Spanish;Prose;Null;Vich, Biblioteca Pública Episcopal, Varis, 211 f. 1;;;;;Foto Schiano
P-1680-AN-017E;1680 Andalusia Earthquake;;;;Segunda relación del horrible temblor de tierra que padeció la ciudad de Málaga el miércoles 9 de octubre deste año de 1680. Refiérense las circunstancias que faltaron e la primera, assí de lo sucedido en dicha ciudad, como en todos los lugares de sus contornos;Suriá, Vicente;Vicente Surià;Barcelona;;;1680;Spanish;Prose;Null;Vich, Biblioteca Pública Episcopal, Varis, 211 f. 3;;;;;Foto Schiano
P-1680-AN-017F;1680 Andalusia Earthquake;;;;Tercera relación de estrago que causó el temblor de tiera en la ciudad de Málaga;;;;;;1680;Spanish;Prose;Null;Madrid, Real Academia Española 36-VIII-15(36);;;;;Foto Schiano
P-1680-AN-0180;1680 Andalusia Earthquake;;;;Segunda, y verdadera relación, en la qual se da cuenta de los estragos, y ruinas que hizo el temblor de tierra el día 9 de este presente mes de octubre, en las ciudades, villas, y lugares de estos reyno;Cabezas, Juan de;Juan de Cabezas;Seville;;;1680;Spanish;Prose;Null;Madrid, Real Academia Española 36-VIII-15(34);;;;;Foto Schiano
P-1680-AN-0181;1680 Andalusia Earthquake;;;;Tercera relación en que se da quenta de las últimas noticias de las tempestades sucedidas en el passado mes de setiembre deste presente año de 1680, y assimismo se refiere el espantoso temblor de tierra que sobrevino a la coronada villa de Madrid, corte augusta de nuestro gran monarca Carlos Segundo (que Dios guarde) el miércoles nueve de octubre de dicho año, en punto de las siete de la mañana;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España MSS/13939 (H. 106-107);http://bdh-rd.bne.es/viewer.vm?id=0000258533&page=1;P-1680-MA-0186 / 1680 Madrid Storm / Tercera relación en que se da quenta de las últimas noticias de las tempestades sucedidas en el passado mes de setiembre deste presente año de 1680, y assimismo se refiere el espantoso temblor de tierra que sobrevino a la coronada villa de Madrid, corte augusta de nuestro gran monarca Carlos Segundo (que Dios guarde) el miércoles nueve de octubre de dicho año, en punto de las siete de la mañana (This document includes);This text also includes news on the storms that hit Madrid in Semptember of the same year;;
P-1680-AN-0182;1680 Andalusia Earthquake;;;;Tercera relación y temblor de tierra en la coronada villa de Madrid y otros sucessos;;;Cadiz;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España 3-33.206;;;;;Foto Álvarez García
P-1680-AN-0599;1680 Andalusia Earthquake;Barcia y Zambrana, José de;;;Sermón en la acción de gracias al Sto. Christo de la Columna: por la preservación de los grandes daños que amenaçó a Granada el extraordinario terremoto del día 9 de este mes de octubre de 1680 años. Sácale a luz, y le dedica a la milagrosa imagen del Santo Christo de la Columna del Hospital de Corpus Christi, la Hermandad de la Caridad, de Corpus Christi y Nuestra Señora de la Misericordia de esta ciudad de Granada. Predícole el doctor d. Ioseph de Barzia y Zambrana;Cabezas, Juan de;Impresso en Granada en la Imprenta del mismo autor. Y por su original en Sevilla, por Juan Cabeças;Seville;;Granada;1680;Spanish;Prose;;Seville, Biblioteca de la Universidad de Sevilla A 112/132(9);https://archive.org/details/A11213209/mode/2up;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1680-AN-0600;1680 Andalusia Earthquake;Spínola y Guzmán, Ambrosio Ignacio;;;Edicto en que se exhorta a dar a nuestro Señor gracias por avernos librado de los riesgos del terremoto;;;Seville;;;1680;Spanish;Prose;;Madrid, Biblioteca de la Real Academia de la Historia 9/3736(1);;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1680-AN-0601;1680 Andalusia Earthquake;Santo Tomás, Alonso de;;;Carta pastoral del Ilustríssimo y Reverendíssimo Señor D. F. Alonso de S. Tomás, obispo de Málaga, a los fieles de su obispado en el tiempo que Dios N. Señor castigó esta ciudad y su comarca con un temblor;;;Malaga;;;1680;Spanish;Prose;;Granada, Universidad de Granada, Biblioteca del Hospital Real Antiguo, A-31-126(18);;;;;
P-1680-AN-0604;1680 Andalusia Earthquake;"Romero de Valdibia, Juan Manuel; Vicentelo y Silva, Antonio; Moral y Pacheco, Juan del";Señor.;Charles II;No aviendo Málaga, y su Obispado todavía podido restituirse de los ahogos de la esterilidad, que empezó el año de 77 qual nunca se ha experimentado en la Andalucía, continuándose, aunque con menos rigor, en todos los años siguientes;;;Malaga;;;1680;Spanish;Prose;;Granada, Universidad de Granada, Biblioteca del Hospital Real A-031-126 (18-2);https://digibug.ugr.es/handle/10481/17685;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
P-1680-AN-0611;1680 Andalusia Earthquake;Burgos, Nicolás de;"Dedican reverentes esta oración fúnebre que el R.P.M. Nicolás de Burgos de la Compañía de Jesús, rector del Colegio de San Hermenegildo de Sevilla, dixo en las honras del doctor don Pedro Francisco Levanto y Vibaldo, arcediano de reyna, dignidad y canónigo de esta santa y metropolitana y patriarchal Iglesia de Sevilla y capellán de honor de Su Magestad sus sobrinos, don Pedro Francisco, arcediano de Reyna, dignidad y canónigo; y don Francisco Lelio Levanto y Vibaldo, prebendados de dicha santa iglesia.";;A la venerable y piadosa memoria del Ilmo. y Rvmo. Sr. D. Ambrosio Ignacio Spínola y Guzmán, que dignamente gobernó Prelado las santas iglesias de Oviedo, Valencia, Santiago y consumó el feliz curso de su exemplar vida Arzobispo de Sevilla, grande en la sangre, mayor en las virtudes y máximo en el zelo pastoral, en la caridad y misericordia con los pobres. Oración fúnebre;Blas, Juan Francisco de;Impresso en Sevilla por Juan Francisco de Blas, impressor mayor de dicha ciudad;Seville;;;1693;Spanish;Prose;;Granada, Universidad de Granada, Biblioteca del Hospital Real A-031-230 (9);https://digibug.ugr.es/handle/10481/12705;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1680-LI-0183;1680 Lisbon Hurricane;Hinojosa, Julio Alberto de;;;Carta escrita de la ciudad de Lisboa a un cavallero desta corte, en 28 de septiembre deste año 1680 en la qual da cuenta de como se abrió un huracán por tres vezes a vista de todos, bomitando mucho fuego tres días consecutivos, los truenos y relámpagos que se causaron, efectos grandes que dellos se siguieron, aviéndose visto caer una gran bestia de una nube, a quien siguieron muchos alentados cavalleros y viéndola pacer en los prados no pudo ser avida a las manos por más deligencias que hizieron, y de como la cola era de tres colores y lo que significan;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/24/8;;;;;Foto Schiano
P-1680-LI-07B5;1680 Lisbon Hurricane;;;;Copia de carta escrita de la ciudad de Lisboa a un caballero de la villa y corte de Madrid en 28 de otubre deste año de 1680 en la qual se da cuenta de como se abrió un huracán por tres vezes a vista de todos, vomitando mucho fuego tres días consecutivos. Los truenos y relámpagos que se causaron, efectos grandes que dellos se siguieron, habiéndose visto caer una gran bestia de una nube, a quien siguieron muchos alentados caballeros, y viéndola pacer en los prados no pudo ser habida a las manos por más diligencias que hizieron y de como la cola era de tres colores, y lo que significan;Hinojosa, Julio Alberto de;Lisboa, y Octubre 28 de este año de 1680. Servidor de v.md. Q.S.M.B.D. Iulio Alberto de Hinojosa;Lisbon;;;1680;Spanish;Prose;;Seville, Biblioteca Capitular y Colombina 33-4-8 (93);;;;;
P-1680-OS-0187;1680 Osuna Hurricane;;;;Verdadera relación, de la grande avenida, y huracán tremendo, que el día viernes seis de septiembre acaeció en la Villa de Ossuna, este presente año de 1680 y cosas maravillosas que sucedieron, como verá el curioso lector;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/85/23;;;;;Foto Schiano
P-1680-OS-0188;1680 Osuna Hurricane;;;;Segunda relación, y más lata noticia de todo lo sucedido en el memorable, y lastimoso mes de setiembre deste presente año de 1680. En que se refieren las grandes, y repetidas tempestades, avenidas, y ruinas de puentes;;;;;;1680;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/201/124;;;;;Foto Schiano
P-1680-SD-0189;1680 Santo Domingo Hurricane;;;;Relación verdadera en que se da quenta del horrible huracán que sobrevino a la isla y puerto de Santo Domingo;Bédmar, Lucas Antonio de;Por Lucas Antonio de Bédmar, en la calle de los Preciados;Madrid;;;1680;Spanish;Prose;Null;Providence, John Carter Brown Library Rare Books  bB680.R382v;https://archive.org/details/relacionverdader00unkn;;;;
