Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
M-1582-AE-05F2;1582 Arequipa Earthquake;Seville, Archivo General de Indias, Lima, 116, Cartas y expedientes de Arequipa;Mosquera, Sebastián de ;Consejo de Indias;1584;Arequipa;;;The author, a tax collector, settled in Arequipa after the Earthquake, the damage of which was underestimated by the viceroy at the time. The destroyed buildings have still not been rebuilt, and without a sharper reduction of taxes it will not be possible to undertake;Spanish;;;;;
M-1582-AE-05F5;1582 Arequipa Earthquake;Rome, Archivum Romanum Societatis Jesu, Perù, 26;Unknown;Acquaviva, Claudio;1600;Lima;;Rome;The anonymous author of the Jesuit chronicle dedicates two long passages to the Earthquake. First, he describes in great detail the phenomenology of the natural event and its effects on the buildings and on the inhabitants of the area, especially the fears of the natives, then he reports the Jesuits' efforts to provide spiritual and material support to the Indians and Spaniards;Spanish;;;https://archive.org/details/historiagenerald01mate/page/n1/mode/2up;;
M-1582-AE-05F7;1582 Arequipa Earthquake;Rome, Archivum Romanum Societatis Jesu, published in Monumenta Peruana, vol. III, 1581-1585;Zúñiga, Diego de ;Atienza, Juan de  (Rector of Lima's Jesuit College);1582;Arequipa;;Lima;A detailed account of the Earthquake;Spanish;;;https://babel.hathitrust.org/cgi/pt?id=mdp.39015012900000&view=1up&seq=1;;
M-1582-AE-05F8;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 155v Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The City Council sends commissioners to bring Indians from the provinces of Condesuyo, Collasuyo, Collaguas, and the coastal plains, to rebuild the city destroyed by the Earthquake;Spanish;;;;;
M-1582-AE-05F9;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 8 de Cabildos, f. 164 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The City Council receives a provision from Viceroy Martin Enriquez, ordering an open Cabildo to be convened, to decide whether or not it is convenient to move the city to another place, due to the risk of Earthquakes.;Spanish;;;;;
M-1582-AE-0663;1582 Arequipa Earthquake;Vatican City, Biblioteca Apostolica Vaticana, Barb. Lat. 3584;Vázquez de Espinosa, Antonio;;1628;;;;On p. 470, the author connects the Earthquake of 1582 with the year in which Saint Teresa of Jesus, founder of the order of the Discalced Carmelites to which he belongs, died. He adds that the Earthquake struck the city of Arequipa and the surrounding area.;Spanish;;"1575 Valdivia Earthquake;1586 Lima Earthquake;1600 Huaynaputina Eruption;1606 Momotombo Eruption;1619 Trujillo Earthquake";https://repository.si.edu/handle/10088/23742;;
M-1582-AE-0740;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 153v Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The City Council commissions Don Alonso Picado to bring Yungas Indians to repair the properties, and appoints officers to write the dispatches to Spain and to the Viceroy;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-0741;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 166 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The City Council, gathered in open council, appointed a Commission to give its advice on whether or not it was convenient to move the City and what should be petitioned to the Viceroy.;Spanish;M-1582-AE-0742 / 1582 Arequipa Earthquake / The committee tasked with making the decision on the on the possible relocation of the city concluded, with the support of the clerics, that the current location was the best one, and therefore that the city should be rebuilt there (This document is followed by);;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1582-AE-0742;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 167 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The committee tasked with making the decision on the on the possible relocation of the city concluded, with the support of the clerics, that the current location was the best one, and therefore that the city should be rebuilt there;Spanish;M-1582-AE-0741 / 1582 Arequipa Earthquake / The City Council, gathered in open council, appointed a Commission to give its advice on whether or not it was convenient to move the City and what should be petitioned to the Viceroy. (This document is a follow-up of);;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-0743;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 168 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The City Council gives to the poet and alcalde ordinario Diego Martínez de Ribera responsibility for supervising the reconstruction of government buildings and for other public works;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-0744;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. Cedulae, f. 312 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Enríquez de Almansa y Ulloa, Martín ;Cabildo secular of Arequipa;1582;Lima;1582;;The Viceroy concedes to the city the right to retain a certain part of the tax revenues due to the Crown (the ‘novenos de los diezmos’) for a period of three years to provide funds for the reconstruction of the Iglesia mayor;Spanish;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1582-AE-0745;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 174 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1582;Arequipa;;;The Cabildo allows the obrero mayor Diego Martínez de Rivera to take from the rents of Characato, allocated for the rebuilding of the City, all the amount necessary for the works.;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-0746;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 7 de Cabildos, f. 185v Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1583;Arequipa;;;The Cabildo gives to the obrero mayor Diego Martínez de Rivera the mandate to take the necessary lime and wood for the construction of the bridge;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-0747;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. Cedulae, f. 601 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Cabildo secular of Arequipa;;1588;Madrid;;Arequipa;Real Cédula granting the City of Arequipa half of the taxes due to His Majesty's Chamber for a period of five years, to be devoted to public works;Spanish;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1582-AE-0748;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 6 de Cabildos, f. 360 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Enríquez de Almansa y Ulloa, Martín ;Cabildo secular of Arequipa;1589;Lima;;Arequipa;Copy of the Viceroy's order that 500 Indians be taken from the communities in the surroundings of the City, within twenty-five leagues, for the rebuilding of the City;Spanish;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1582-AE-0749;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. 6 de Cabildos, f. 387 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Enríquez de Almansa y Ulloa, Martín ;Cabildo secular of Arequipa;1589;Lima;;Arequipa;The Viceroy appoints Don Hernando de la Torre as the mayordomo of the main church of this city, destroyed by the Earthquake and to be rebuilt;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-074A;1582 Arequipa Earthquake;Arequipa, Archivo Municipal, Lib. Cédulas, f. 184 Published in V.M. BARRIGA, Los terremotos en Arequipa, 1951;Consejo de Indias;Hurtado de Mendoza, García (Viceroy of Peru);1596;Madrid;;Lima;Real Cédula sent to the Viceroy of Peru, asking him to inform whether the principal church destroyed by the Earthquake is still demolished or has been rebuilt, and to inform on the financial and fiscal situation of the city;Spanish;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1582-AE-07E6;1582 Arequipa Earthquake;Paris, Bibliothèque Nationale de France, ms. Esp. 389;Mexía Fernangil, Diego;Borja y Aragón, Francisco de;1615;;;;Title: Égloga del Dios Pan al Sanctísimo Sacramento;Spanish;;;;;
M-1582-PE-060D;1582 Pozzuoli Earthquake;Venice, Archivio di Stato di Venezia, Senato, Dispacci degli ambasciatori e residenti, Napoli, filza 5, n.100;Gerardo, Giulio;Senato of Venice;1582;Naples;;Venice;The Earthquake causes a lot of damage to buildings in the city. Residents leave their homes and start a religious procession.;Italian;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1582-PE-0682;1582 Pozzuoli Earthquake;Venice, Archivio di Stato di Venezia, Senato, Dispacci degli ambasciatori e residenti, Napoli, filza 5, n.110;Gerardo, Giulio;Senato of Venice;1582;Naples;;Venice;New Earthquake tremors have been felt in Pozzuoli, often frightening residents. Several rumours referred to the comet, which had appeared over the previous four nights.;Italian;;;;INTERPRETAZIONE→Astri e magia;
M-1582-PE-0683;1582 Pozzuoli Earthquake;Venice, Archivio di Stato di Venezia, Senato, Dispacci degli ambasciatori e residenti, Napoli, filza 5, n.112;Gerardo, Giulio;Senato of Venice;1582;Naples;;Venice;New Earthquake in Pozzuolo damages houses, kills two women and makes the population evacuate. Seismic swarm felt reaching even Naples.;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
M-1582-PE-0684;1582 Pozzuoli Earthquake;Vatican City, Biblioteca Apostolica Vaticana, Urbinati Latini, 1050, ff. 219r-220r;Unknown;Rovere, Francesco Maria II della;1582;Rome;;Urbino;From Naples came news of a great Earthquake that struck the city and damaged Pozzuoli, in particular the SS. Annunziata's Hospital and the Franciscan church. ;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
M-1583-ZA-08F0;1583 Zaragoza Flood;Barcelona, Archivo de la Corona de Aragón, Real Cancillería, Reg. 4309, ff. 50v-52r;Philip II;;1583;Madrid;;;The king gives license to Fray Jerònimo Xavierre, prior of the monastery of Santo Domingo de Zaragoza, to remove from the kingdom of Aragon five thousand 'cahíces' of wheat to repair the building that has been very damaged by the flood of the Ebro of that year.;Spanish;;;http://pares.mcu.es/ParesBusquedas20/catalogo/show/2224041;;
M-1583-ZA-08F8;1583 Zaragoza Flood;Barcelona, Archivo de la Corona de Aragón, Real Cancillería, Reg. 4309, ff. 87-89;Philip II;;1584;Madrid;;;The king grants 1000 pounds jaquesas to the monastery of Santa Engracia de Zaragoza for the repairs of the ditch of Pradilla, which was badly damaged by the floods of the Ebro of the previous year.;Spanish;;;http://pares.mcu.es/ParesBusquedas20/catalogo/show/2224041;;
M-1585-EMP-08FB;1585 Empordà Flood;Barcelona, Archivo de la Corona de Aragón, Real Cancillería, Reg. 4382, f. 170;Philip II;;1585;Monzón;;;The continuous floods of the rivers Ter and Daró prevent the passage of the royal officers of the town of Torroella de Montgrí, the towns of Gualta and Fontanilles to impart justice. Therefore, the bandits take refuge in these two places.;Spanish;;;http://pares.mcu.es/ParesBusquedas20/catalogo/show/2235970;;
M-1585-LP-095D;1585 Tajuya Eruption;Coimbra, Biblioteca Geral da Universidade de Coimbra, ms. 314;Torriani, Leonardo;Philip II;1592;La Palma;;;Title: Alla Maesta del Re Catolico, descrittione et historia del regno de l'isole Canarie gia dette le Fortunate con il parere delle loro fortificationi. Di Leonardo Torriani Cremonese;Italian;;;;;
M-1585-Pl-08F9;1585 Pals Flood;Barcelona, Archivo de la Corona de Aragón, Real Cancillería, Reg. 4311, ff. 64r-71r;Philip II;;1585;Monzón;;;The rains and floods have done a lot of damage in the town of Pals, in the crops, for not having cleaned the ditches and irrigation pipes.;Spanish;;;http://pares.mcu.es/ParesBusquedas20/catalogo/show/2224043;;
M-1586-AN-0385;1586 Antigua Earthquake;Seville, Archivo General de Indias, Guatemala, 41, n. 71;Cabildo secular of Santiago of Guatemala;Philip II;1587;Antigua;;Court;Report on the Antigua Earthquake;Spanish;;;;;Present-day Antigua was named Santiago
M-1586-LE-0386;1586 Lima Earthquake;Seville, Archivo General de Indias, Lima, 1, Consultas originales del Consejo, exp. 132;Consejo de Indias;Philip II;1595;Madrid;;Madrid;Following an enquiry made by the Lima Audiencia in 1587, the damages caused by the Earthquake have been assessed. The Audiencia suggests that the only way to support the reconstruction of the destroyed female Monasterio de la Encarnación is that the king allocates revenues to it. The Council of the Indes proposes to accept the request;Spanish;;;;;
M-1586-LE-0387;1586 Lima Earthquake;Seville, Archivo General de Indias, Lima, 108, Cartas y expedientes del Cabildo secular de Lima;Cabildo secular of Lima;Consejo de Indias;1586;Lima;;Madrid;A copy of the agreement made in Lima between various institutions to share the costs of reconstructing certain public, military and religious buildings;Spanish;;;;;
M-1586-LE-0388;1586 Lima Earthquake;Seville, Archivo General de Indias, Lima, 108, Cartas y expedientes del Cabildo secular de Lima;Cabildo secular of Lima;Consejo de Indias;1589;Lima;;Madrid;File titled (a posteriori) 'Memorial de lo que pide y suplica la Ciudad de los Reyes al Rey N.ro Señor'. The members of the Cabildo ask the sovereign to allow the city to levy a tax , in order to enable it to rebuild some public buildings;Spanish;;;;;Beyond the Earthquake, the Cabildo mentions the damages caused by the frequent flooding of the nearby river
M-1586-LE-05FA;1586 Lima Earthquake;Seville, Archivo General de Indias, Patronato, 255, N. 3, G. 3, R. 4;Flores de Quiñones, Álvaro ;Consejo de Indias;1586;Cartagena de Indias;;Madrid;The officer of the fleet, who was in the port of Callao on the days of the Earthquake, along with other news on the state of his fleet, reports that in the port of Callao the tidal wave had destroyed the merchandise stored there and the ships from New Spain;Spanish;;;;;
M-1586-LE-05FB;1586 Lima Earthquake;Seville, Archivo General de Indias, Patronato, 191, R. 6;;Consejo de Indias;1586;Panama;;Madrid;Panama authorities report that a ship, that left from Lima on 25 July and arrived in Panama, reports a tsunami in the port of Callao and damages in Lima;Spanish;;;;;
M-1586-LE-05FC;1586 Lima Earthquake;Seville, Archivo General de Indias, Lima, 31, Cartas y expedientes de virreyes de Perú;Torres y Portugal, D. Fernando de  (Viceroy of Peru);Consejo de Indias;1586;Lima;;Madrid;detailed report by the Viceroy on the Earthquake. The viceroy was at the port of Callao, which was hit by a tsunami. Few days later he went back to Lima, where the buildings were seriously damaged, and settled in the convent of St. Francis, one of the few buildings not destroyed by the quake.;Spanish;;;;;
M-1586-LE-05FD;1586 Lima Earthquake;Seville, Archivo General de Indias, Lima, 116. Papeles pertenecientes a los servicios del Conde de Villar, D. Fernando de Torres y Portugal printed in L. Hanke, Los virreyes españoles, Peru, I. p. 219-220;Torres y Portugal, D. Fernando de  (Viceroy of Peru);Consejo de Indias;1593;Lima;;Madrid;In his end-of-term report, the Viceroy recalls that the Earthquake had destroyed buildings in many towns and villages, and claims to have done much to help rebuild. However, the description that follows concerns mainly the temporary accommodation provided for himself and other government bodies, and essentially meets financial reporting requirements;;;;;;
M-1586-LE-0664;1586 Lima Earthquake;Vatican City, Biblioteca Apostolica Vaticana, Barb. Lat. 3584;Vázquez de Espinosa, Antonio;;1628;;;;On p. 474, the author states that the cause of the Lima Earthquake of 1586 was the existence of hot air trapped in the depths of the earth. The air, when it does not find a way out, ends up exploding and breaking the surface of the earth, as well as igniting the fire of volcanoes.;Spanish;;"1575 Valdivia Earthquake;1582 Arequipa Earthquake;1600 Huaynaputina Eruption;1606 Momotombo Eruption;1619 Trujillo Earthquake";https://repository.si.edu/handle/10088/23742;;
M-1586-LE-077C;1586 Lima Earthquake;Seville, Biblioteca de la Universidad de Sevilla, Fondo Antiguo, A 331/102;Cobo, Bernabé;;1653;;;;Cobo states that the Earthquake did not cause many deaths (only 14 or 15 people) because it occurred early in the night and thanks to the noise that was heard before the strongest tremors that allowed people to get to safety. However, the material damages were very important (many buildings collapsed) partly because the sea entered the land and swept away fields and the owners' properties, as it had happened in Chile.;Spanish;;;"Francisco Mateos' edition:
Vol. 1: https://archive.org/details/historia-del-nuevo-mundo-vol-1/page/n1/mode/2up 
Vol. 2: https://archive.org/details/historia-del-nuevo-mundo-vol-2/page/1/mode/2up
Manuscript: https://archive.org/details/A331002/page/n9/mode";;
M-1586-LE-07EC;1586 Lima Earthquake;Paris, Bibliothèque Nationale de France, ms. Esp. 389;Mexía Fernangil, Diego;Borja y Aragón, Francisco de;;;;;Title: Égloga del Dios Pan al Sanctísimo Sacramento;Spanish;;;;;
M-1586-OL-08FD;1586 Olot Flood;Barcelona, Archivo de la Corona de Aragón, Real Cancillería, Reg. 4383, f. 14;Philip II;;1586;El Escorial;;;The jurors of the town of Olot ask the king for a license to build a bridge over the river Fluvià since many people and animals drown due to its continuous avenues and its great flow.;Spanish;;;http://pares.mcu.es/ParesBusquedas20/catalogo/show/2235971;;
M-1587-QU-0389;1587 Quito Earthquake;Seville, Archivo General de Indias, Quito, 8, r. 22, n. 65;Audiencia of Quito;"Philip II; Consejo de Indias";1588;Quito;1588;Madrid;This long report made by the president and oidores of Quito, concerning several State affaris (war, defence, finances, justice, relations with the indigenous people, etc.) religion, briefly mentions the damages and fatalities caused by the Earthquake in Quito, on 30 august of the previous year. They inform the King so that no more resources are demanded;Spanish;M-1587-QU-0851 / 1587 Quito Earthquake / The king's letter is a reply to a letter written to him by the Audiencia of Quito. In his reply, the king understands the damage that the Quito Earthquake of 1587 must have caused, but affirms that it was a phenomenon desired and allowed by God. It is necessary to thank him and, as far as the Audiencia is concerned, to assist the afflicted. (This document is mentioned in);;http://pares.mcu.es/ParesBusquedas20/catalogo/show/412527?nm;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1587-QU-038A;1587 Quito Earthquake;Rome, Archivum Romanum Societatis Jesu, Provincia Novi Regni et Quitensis, vol. 14, ff. 2r-2v;Hinojosa, Juan de;Atienza, Juan de  (Provincial Father);;;;;'Relacion del terremoto que ubo en la ciudad de Quito a los 30 de Agosto de 1587 sacada de lo que escrivieron al p.e Juan de Atiença de la Comp.a de Jhs del Peru. El p.e Joan de Hinojosa y otros padres de la mesma Comp.a a 12 de septiembre de 1587'. Report on the Earthquake in Quito on 30 August 1587 based on the writings of Fathers Juan de Hinojosa and other Jesuit Fathers to Father Juan de Atienza on 12 September 1587;;;;;;
M-1587-QU-0851;1587 Quito Earthquake;Seville, Archivo General de Indias, Quito, 209, L. 1, fols. 73v-75v;Philip II;Audiencia of Quito;1589;Madrid;;Quito;The king's letter is a reply to a letter written to him by the Audiencia of Quito. In his reply, the king understands the damage that the Quito Earthquake of 1587 must have caused, but affirms that it was a phenomenon desired and allowed by God. It is necessary to thank him and, as far as the Audiencia is concerned, to assist the afflicted.;Spanish;M-1587-QU-0389 / 1587 Quito Earthquake / This long report made by the president and oidores of Quito, concerning several State affaris (war, defence, finances, justice, relations with the indigenous people, etc.) religion, briefly mentions the damages and fatalities caused by the Earthquake in Quito, on 30 august of the previous year. They inform the King so that no more resources are demanded (This document mentions);;http://pares.mcu.es/ParesBusquedas20/catalogo/show/406697;COMUNITÀ/ EFFETTI SOCIALI→Attenzione/compassione per le vittime;
M-1587-QU-0923;1587 Quito Earthquake;Madrid, Biblioteca de la Real Academia de la Historia, A/93, Col. Muñoz T. 66, Descripción y relación del estado eclesiastico del Obispado de S. Francisco de Quito;Rodríguez Ocampo, Diego ;Consejo de Indias;1650;Quito;;Madrid;While describing the chapel of St. Jerome, the author recalls the celebrations held every year in memory of the 'great Earthquake' (most likely that of 1587), when the Cabildo proclaimed the Saint as protector against Earthquakes;Spanish;;;;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
M-1587-QU-0925;1587 Quito Earthquake;Madrid, Biblioteca de la Real Academia de la Historia, A/93, Col. Muñoz T. 66, Descripción y relación del estado eclesiastico del Obispado de S. Francisco de Quito;Rodríguez Ocampo, Diego ;Consejo de Indias;1650;Quito;;Madrid;In the description of the territory of the parish of Pomasqui, the author notes that the damage caused by the 1587 Earthquake is still noticeable;Spanish;;;;COMUNITÀ/ EFFETTI SOCIALI→Rievocazione del disastro a distanza di tempo;
M-1589-MA-038B;1589 Manila Earthquake;Seville, Archivo General de Indias, Filipinas, 18A, r. 7, n. 46;Vera, Santiago de (Governor);Philip II;1589;Manila;;Court;Reference to Manila Earthquake;Spanish;;;;;
M-1590-AE-0920;1590-1599 Antisana Eruption;Madrid, Biblioteca Nacional de España, Ms. 3064, fols. 221-229, Descripción corográfica de algunos lugares de las Indias, sacada de informaciones que están en las Secretarias del Consejo, 1605;;Consejo de Indias;1605;Quito;;Madrid;In this geographical report, the anonymous author describes Baeza, main ciry of the Quijos district, and adds that  a volcano located halfway between BAeza and Quito erupted in 1596;Spanish;;;;;
M-1590-AE-0921;1590-1599 Antisana Eruption;Madrid, Biblioteca de la Real Academia de la Historia, Fondos americanistas de la Coll. Salazar y Castro n. 52, fols. 2-6, Descripción de la provincia de los Quixos;Fernandez de Castro, Count of Lemos;Fernández de Castro, Pedro, Count of Lemos (president of the Council of the Indies);1608;Quito;;Madrid;This description of the Quijos district is sent to the President of the Council of the Indies by a relative of the Count of Lemos, and mentions the Eruption of a volcano on the border of the district of Quito, which had occurred 9 years earlier;Spanish;;;;;
M-1591-SM-038C;1591 San Mateo Atenco Earthquake;Seville, Archivo General de Indias, México, 1092, l. 14;Philip II;Velasco, Luis de (Viceroy of New Spain);1592;Burgos;;Mexico City;Request on San Mateo Atenco situation and on the possibility to move city;Spanish;;;;;
M-1594-SS-038D;1594 San Salvador Earthquake;Seville, Archivo General de Indias, Guatemala, 43, 65, 1;Consejo de Indias;Philip III;1602;Valladolid;;;Decisions by Philip III on the Earthquake;Spanish;"M-1594-SS-038E / 1594 San Salvador Earthquake / Report on San Salvador Earthquake; M-1594-SS-038F / 1594 San Salvador Earthquake / Report on San Salvador in the aftermath of the Earthquake";;;;
M-1594-SS-038E;1594 San Salvador Earthquake;Seville, Archivo General de Indias, Guatemala, 43, 65, 2;Cabildo secular of San Salvador;Philip III;1601;San Salvador;;Valladolid;Report on San Salvador Earthquake;Spanish;"M-1594-SS-038D / 1594 San Salvador Earthquake / Decisions by Philip III on the Earthquake; M-1594-SS-038F / 1594 San Salvador Earthquake / Report on San Salvador in the aftermath of the Earthquake";;;;
M-1594-SS-038F;1594 San Salvador Earthquake;Seville, Archivo General de Indias, Guatemala, 43, 66;Audiencia of Guatemala;Philip III;1604;Guatemala;;Valladolid;Report on San Salvador in the aftermath of the Earthquake;Spanish;"M-1594-SS-038D / 1594 San Salvador Earthquake / Decisions by Philip III on the Earthquake; M-1594-SS-038E / 1594 San Salvador Earthquake / Report on San Salvador Earthquake";;;;
M-1595-BA-05DF;1595 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registro de Deliberaciones, 1.B.II-104, f. 84r;Consell de Cent;;1595;Barcelona;;;The Consell de Cent orders the placement of wooden stakes in the Llobregat river to avoid the damage caused by its floods.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000455/1109926/2026230111111.pdf;;
M-1595-BA-084C;1595 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1 B. II-104, f. 83v;Consell de Cent;;1595;Barcelona;;;The Consell de Cent orders the repair of the Camino Real due to the damage caused by the flooding of the Besós River.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000455/1109926/2026230111111.pdf;;
M-1597-BA-084D;1597 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1 B. II-106, f. 102r;Consell de Cent;;1597;Barcelona;;;The Consell de Cent decides to send new pontoons for the Sant Boi bridge, to replace those that have broken the avenues of the Llobregat river.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000455/1109928/2026249111111.pdf;;
M-1597-MC-0390;1597 Mexico City Earthquake;Seville, Archivo General de Indias, México, 23, n. 95;Zúñiga y Acevedo, Gaspar de (Count of Monterrey, Viceroy of New Spain);Philip II;1597;Mexico City;1598;Court;The document contains a mention of the Mexico City Earthquake;Spanish;;;;;
M-1599-CA-0661;1599 Camaná Earthquake;Vatican City, Biblioteca Apostolica Vaticana, Barb. Lat. 3584;;;;;;;On p. 463 Vázquez de Espinosa claims that the Earthquake caused a tsunami that swept away the Camaná vineyards, which had to be transferred to an area south of the river.;Spanish;;;;;
M-1600-HU-0391;1600 Huaynaputina Eruption;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Medina, Alonso de (Arequipa's Procurator);"Audiencia of Lima; Cabildo of Lima";1600;Lima;1600;Lima;File titled La Ciudad de Arequipa a Lima 1601 yet, the petition is dated 1600. The procurator reports on the Eruption and Earthquakes and the ruin of Arequipa. This is followed by a detailed description of the different phases of the Eruption and the phenomena that preceded it.;Spanish;;;;;
M-1600-HU-0392;1600 Huaynaputina Eruption;Seville, Archivo General de Indias, Lima, 34, Cartas y expedientes de virreyes de Perú, exp. 6;Velasco, Luis de (Marquis of Salinas, Viceroy of Peru);Consejo de Indias;1600;Callao (Lima);;Madrid;A detailed account of attacks and raids by Dutch pirates along the Chilean and Peruvian coasts between late 1599 and early 1600, with interesting data on the information exchanged by the Viceroy with other Spanish officers stationed along the east coast. The flow of information is interrupted by the Eruption of the volcano and some of the effects are described.;Spanish;;;;;the first news of the Eruption is received by the Viceroy on 5 March 1600
M-1600-HU-0393;1600 Huaynaputina Eruption;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Cabildo secular of Arequipa;Consejo de Indias;1601;Arequipa;;Madrid;After a brief summary of the phenomena linked to the Eruption and their consequences, the members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça and wish that he be rewarded by the King;Spanish;M-1600-HU-0396 / 1600 Huaynaputina Eruption / The members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça, especially during the emergency management, and wish that he be rewarded by the King (Very similar to);;;;
M-1600-HU-0394;1600 Huaynaputina Eruption;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Alvarado Bracamonte, Juan de (Arequipa's Procurator);Consejo de Indias;1603;Arequipa;;Madrid;File titled Memorial del procurador general de la Ciudad de Arequipa. It summarises 4 requests made by the city to the King to mitigate its troubles;Spanish;M-1604-AE-039C / 1604 Arica Earthquake / After recalling the damage caused by the Eruption in 1600 and the pleas for help to the king made in 1603, the Procurator informs that in 1604 Arequipa has been hit by a strong Earthquake, which has produced serious damage and casualties. He begs the king to order the viceroy to relieve the city's burdens without the delays that characterised the previous request.;1582 Arequipa Earthquake;;;
M-1600-HU-0395;1600 Huaynaputina Eruption;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Mendoza, Juan Hurtado de (Arequipa's corregidor);Consejo de Indias;1601;Arequipa;;Madrid;The file contains transcripts of the testimonies of 5 witnesses in support of the corregidor. Witnesses praise the corregidor's attitude in the management of the emergency due to the Eruption, and state that he deserves an award from the King.;Spanish;;;;;
