Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
M-1659-CA-0802;1659 Calabria Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Vescovi e prelati, vol. 44;Visconti, Filippo (Bishop of Catanzaro);Chigi, Flavio (Cardinal);1659;Catanzaro;;Rome;The bishop of Catanzaro provides an update on the damage in the towns most affected by the Earthquake, taken from news received from the Royal Udienza.;Italian;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1659-CA-080B;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, f. 286;Visconti, Filippo (Bishop of Catanzaro);Alessandro VII;1659;Catanzaro;;Rome;Petition of Bishop Visconti to Pope Alexander VII to grant plenary indulgence to the Earthquake-stricken diocese of Catanzaro.;Italian;;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1659-CA-080F;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, ff. 264-266;Visconti, Filippo (Bishop of Catanzaro);Salerno, Luca da (Churchman);1659;Catanzaro;;;Chronicle of the damage that the Earthquake caused to the convent of Santo Stefano in Catanzaro, with demonstrations of terror by the population but also of devotion and repentance. The religious orders became the leading figure in this traumatic moment that threatened the social order.;Latin;;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1659-CA-0810;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, ff. 296r-v;Visconti, Filippo (Bishop of Catanzaro);Valvassori, Girolamo (Assistant of Italy of the Augustinian Order);1659;Catanzaro;;Rome;The bishop expresses his ongoing terror at the damage that first the Earthquake, then the fire and finally the strong wind caused to the convent of Santo Stefano in Catanzaro.;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Personificazioni;
M-1659-CA-0811;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, f. 302;Visconti, Filippo (Bishop of Catanzaro);Valvassori, Girolamo (Assistant of Italy of the Augustinian Order);1660;Catanzaro;;Rome;The bishop of Catanzaro portrays the Earthquake as a calamity worse than plague, famine and war, because it continues to generate new fear through its tremor. Because of the danger of staying in damaged houses, the winter and the raids of brigands, he manifests his torment at not knowing where to stay or where to flee.;Italian;;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1659-CA-0812;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, 328-333;Alessandro VII (Pope);;1660;Rome;;;Pastoral letter to the diocese for indulgences granted by Pope Alexander VII out of compassion for the misery caused by the 1659 Earthquake.;Italian;;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1659-CA-0813;1659 Calabria Earthquake;Rome, Archivio Generale Agostiniano, Cc 13, f. 293;Visconti, Filippo (Bishop of Catanzaro);Bracamonte Guzmán, Gaspar de, Count of Peñaranda (Viceroy of the Kingdom of Naples);1659;Catanzaro;;Naples;The bishop of Catanzaro describes the ruin of his cathedral caused by the Earthquake as a manifestation of divine wrath for sins committed. He therefore petitions the viceroy to recognise the cathedral under his patronage.;Italian;;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1659-CA-0818;1659 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Consiglio, Notamenti, vol.64, f. 60v;De Marinis, Antonio Donato (Special commissioner);Consiglio Collaterale;1659;Naples;;;The agent of the viceroy, Antonio Donato de Marinis, gives accounts on its mission in Calabria Ultra.;Italian;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1660-PI-0400;1660 Pichincha Eruption;Seville, Archivo General de Indias, Quito, 210, L. 4, ff. 17r-17v;Philip IV;Audiencia of Quito;1664;Madrid;;Quito;The king replied to a letter of 20 August 1662 sent by the Royal Court of Quito in which he reported on the Earthquake suffered by the city on 1 January of that year. But he also acknowledged receipt of another letter from the Royal Audience written on 4 November 1662 reporting the Eruption of a volcano (very possibly the Pichincha) located 3 leagues from the city.;Spanish;;1662 Quito Earthquake;http://pares.mcu.es/ParesBusquedas20/catalogo/show/407661?nm;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1660-PI-0401;1660 Pichincha Eruption;Seville, Archivo General de Indias, Quito, 210, L. 4, ff. 19r-20r;Philip IV;Peña y Montenegro, Alfonso de la  (Bishop of Quito );1664;Madrid;;Quito;The king advises the bishop to gently request a new donation from the ecclesiastics, that had been suspended due to the economic oppression caused by the Eruption of the volcano.;Spanish;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1660-PI-0909;1660 Pichincha Eruption;Quito, Archivo Municipal, Libro de Cartas escritas por los Reyes Nuestros Senores, Sumos Pontifices, Virreyes y otros Ministros de esta Real Audiencia al Cabildo de Quito, 1589-1714, f. 172;Enríquez de Guzmán, Luis, duke of Alba (Viceroy of Peru);Cabildo secular of Quito;1661;Lima;;Quito;The viceroy acknowledges having received news of the Eruption, which began on 17 October, and encourages the city to continue processions and prayers, which on such occasions are the only remedy;Spanish;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1660-PI-0915;1660 Pichincha Eruption;Quito, Archivo Historico del Banco Central del Ecuador, Fondo Jacinto Jijón y Caamaño, Primera Serie, vol. 12, fol. 2455;Audiencia of Quito;Consejo de Indias;1660;Quito;;Madrid;Copy of a report to the sovereign made by the Audiencia of Quito, a few days after the beginning of the Eruption, describing the natural phenomena, the fear that filled the population, the demonstrations of repentance and the processions, made also recalling the Eruption that had occurred about 80 years earlier, in which the city was believed to have been protected by an image kept in the convent of Nuestra Señora de las Mercedes;Spanish;M-1662-QU-0402 / 1662 Quito Earthquake / The King refers the reception of the letter of 20 August 1662 sent by the Royal Audiencia of Quito. In it, the king was informed of the rogations that had been held to placate the divine wrath caused by an Earthquake on 1 January of the same year. In the ceremonies, everyone had acknowledged the Virgin as intercessor. The Earthquake had ruined temples and houses and caused the loss of cattle and the sterility of the land. The king recommended that the rogations be continued, that public sins be avoided, and that justice be administered equally and righteously. The letter of 1662 took up the contents of the letter sent by the Royal Audiencia on 4 November 1660, in which they reported the Eruption of a volcano located three leagues from Quito, most probably Pichincha. (This document is mentioned in);1575 Pichincha Eruption;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1660-VE-05CB;1660 Vesuvius Eruption;Naples, Biblioteca della Società Napoletana di Storia Patria, Manoscritti, XXIII D 14, La Notitia di quanto è occorso in Napoli (1648-1669), vol. I, ff. 145-146;Rubino, Andrea;;1660;Naples;;;In his handwritten journal (La Notitia, vol. I, now digitized and accessible online), Andrea Rubino notes that strong tremors were felt in Naples, causing panic and fear among the population and ashes rains;Italian;;;http://rubino.polodigitalenapoli.it/consulta.php;;Completare tag e summary
M-1660-VE-0679;1660 Vesuvius Eruption;Simancas, Archivo General de Simancas, Secretarías de Estado, Nápoles, legajo 3283, fol. 121;Bracamonte Guzmán, Gaspar de, Count of Peñaranda;Consejo de Italia;1660;Naples;1660;Madrid;"The viceroy describes the different stages of the Eruption, which began on 3 July, the fear that gripped the population, especially because of the memory of the 1631 Eruption, and the processions and expressions of repentance; finally, he assures that the city did not suffer any serious damage, while listing the damage suffered by the towns on the slopes of the volcano";Spanish;"M-1660-VE-067A / 1660 Vesuvius Eruption / The Council of Italy summarises the information received from the Viceroy, proposes to approve what has been done so far and to urge him to continue assisting the inhabitants of the worst affected countries (This document is followed by); M-1660-VE-067F / 1660 Vesuvius Eruption / In this written advice, after briefly summarising the Jesuit Zupo's report, the Council states that since this event, although natural, is beyond human strength, there is nothing to be said for it but to commend it to God.  (This document is mentioned in)";1631 Vesuvius Eruption;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1660-VE-067A;1660 Vesuvius Eruption;Simancas, Archivo General de Simancas, Secretarías de Estado, Nápoles, legajo 3283, fol. 120;Consejo de Italia;Philip IV;1660;Madrid;;Madrid;The Council of Italy summarises the information received from the Viceroy, proposes to approve what has been done so far and to urge him to continue assisting the inhabitants of the worst affected countries;Spanish;"M-1660-VE-0679 / 1660 Vesuvius Eruption / The viceroy describes the different stages of the Eruption, which began on 3 July, the fear that gripped the population, especially because of the memory of the 1631 Eruption, and the processions and expressions of repentance; finally, he assures that the city did not suffer any serious damage, while listing the damage suffered by the towns on the slopes of the volcano (This document is a follow-up of)";;;COMUNITÀ/ EFFETTI SOCIALI→Attenzione/compassione per le vittime;
M-1660-VE-067B;1660 Vesuvius Eruption;Simancas, Archivo General de Simancas, Secretarías de Estado, Nápoles, legajo 3283, fol. 156;Bracamonte Guzmán, Gaspar de, Count of Peñaranda (Viceroy of Naples);Consejo de Italia;1660;Naples;1660;Madrid;The viceroy reports that the Eruption has ceased on 25 July and that the greatest damage have occurred in the villages near the volcano. He has sent the Judge Felix de Ulloa to assess the damages in order to give aid and relief accordingly.;Spanish;M-1660-VE-067D / 1660 Vesuvius Eruption / The Council of Italy endorses the Viceroy's measures and approves his conduct (This document is followed by);;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1660-VE-067D;1660 Vesuvius Eruption;Simancas, Archivo General de Simancas, Secretarías de Estado, Nápoles, legajo 3283, fol. 155;Consejo de Italia;Philip IV;1660;Madrid;;Madrid;The Council of Italy endorses the Viceroy's measures and approves his conduct;Spanish;M-1660-VE-067B / 1660 Vesuvius Eruption / The viceroy reports that the Eruption has ceased on 25 July and that the greatest damage have occurred in the villages near the volcano. He has sent the Judge Felix de Ulloa to assess the damages in order to give aid and relief accordingly. (This document is a follow-up of);;;;
M-1660-VE-067F;1660 Vesuvius Eruption;Simancas, Archivo General de Simancas, Secretarías Provinciales, Nápoles, legajo 30, fol. 135;Consejo de Italia;Philip IV;1660;Madrid;;Madrid;In this written advice, after briefly summarising the Jesuit Zupo's report, the Council states that since this event, although natural, is beyond human strength, there is nothing to be said for it but to commend it to God. ;Spanish;"M-1660-VE-0679 / 1660 Vesuvius Eruption / The viceroy describes the different stages of the Eruption, which began on 3 July, the fear that gripped the population, especially because of the memory of the 1631 Eruption, and the processions and expressions of repentance; finally, he assures that the city did not suffer any serious damage, while listing the damage suffered by the towns on the slopes of the volcano (This document mentions)";;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1661-MA-054D;1661 Malaga Flood;Madrid, Biblioteca de la Real Academia de la Historia, H. 59-60 i.e. 2 h. Olim: T.173 -- Colección Jesuitas, 9/3746(13);Unknown;Unknown;1661;;;Madrid;Report on the flooding of the city of Malaga on September 22nd of 1661 manuscript version;Spanish;P-1661-MA-014C / 1661 Malaga Flood / Relación verdadera, donde se da cuenta de la inundación de la ciudad de Málaga el dia 22 de septiembre deste años de 1661 (The content of this document is translated in);;;;
M-1661-MA-0550;1661 Malaga Flood;Madrid, Biblioteca Nacional de España, MSS. 9397 (ff. 30-31);Queipo de Llano y Valdés, Álvaro;Philip IV;1661;Malaga;;Madrid;Handwritten letter containing some coincise news about the event, the damages and the victims in a dramatic tone;;;;http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1;;
M-1661-MA-0551;1661 Malaga Flood;Madrid, Biblioteca Nacional de España, MSS. 9397 (ff. 32-35);Piñahermosa, Antonio de;Philip IV;1661;Malaga;;Madrid;Handwritten letter containing some coincise news which describes in great detail the damages caused by the floods in Malaga, as well as the solutions that have been proposed to help the population. In addition, it emphasizes the fact that this disaster could have been avoided since it was not the first time that Malaga suffered a similar disaster.;Spanish;;;http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1;;
M-1661-MA-0552;1661 Malaga Flood;Madrid, Biblioteca Nacional de España, MSS. 9397 (f. 36);Unknown;Unknown;;Unknown;;Unknown;Report of what happened in the city of Malaga;Spanish;;;http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1;;
M-1662-QU-0402;1662 Quito Earthquake;Seville, Archivo General de Indias, Quito, 210, L. 4, ff. 17r-17v;Philip IV;Audiencia of Quito;1664;Madrid;;Quito;The King refers the reception of the letter of 20 August 1662 sent by the Royal Audiencia of Quito. In it, the king was informed of the rogations that had been held to placate the divine wrath caused by an Earthquake on 1 January of the same year. In the ceremonies, everyone had acknowledged the Virgin as intercessor. The Earthquake had ruined temples and houses and caused the loss of cattle and the sterility of the land. The king recommended that the rogations be continued, that public sins be avoided, and that justice be administered equally and righteously. The letter of 1662 took up the contents of the letter sent by the Royal Audiencia on 4 November 1660, in which they reported the Eruption of a volcano located three leagues from Quito, most probably Pichincha.;Spanish;M-1660-PI-0915 / 1660 Pichincha Eruption / Copy of a report to the sovereign made by the Audiencia of Quito, a few days after the beginning of the Eruption, describing the natural phenomena, the fear that filled the population, the demonstrations of repentance and the processions, made also recalling the Eruption that had occurred about 80 years earlier, in which the city was believed to have been protected by an image kept in the convent of Nuestra Señora de las Mercedes (This document mentions);1660 Pichincha Eruption;http://pares.mcu.es/ParesBusquedas20/catalogo/show/407661?nm;INTERPRETAZIONE→Punizione per i peccati degli uomini;
M-1667-RA-0403;1667 Ragusa Earthquake;Barcelona, Archivo de la Corona de Aragón, Consejo de Aragón, 46, n. 11-41;Consejo de Aragón;Unknown;1667;Madrid;;;Debate about the Ragusan requests;Spanish;;;;;News on Earthquake
M-1669-ET-0404;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 246v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Tribunale del Real Patrimonio;1669;Palermo;;Palermo;Communication about the Earthquakes and volcanic activity occurring in Sicily;Spanish;;;;;
M-1669-ET-0405;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 26v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Dispatch about the need to start processions and public prayers for the Eruption to stop;Spanish;;;;;
M-1669-ET-0406;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93,  f. 29r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Catania;;Palermo;Dispatch about the concession of the sums destined to shelter the defensive ramparts for the emergency;Spanish;;;;;
M-1669-ET-0407;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 29r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Concession granted by the Real Estate Tribunal to use the sums allocated for the shelter of the defensive bastions for the emergency;Spanish;;;;;
M-1669-ET-0408;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 29r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerke);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Dispatch containing the order to continue the processions and prayers;Spanish;;;;;
M-1669-ET-0409;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 30v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Injunction to continue the processions;Spanish;;;;;
M-1669-ET-040A;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 31v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Appreciation letter for the measures adopted so far by the municipal institution;Spanish;;;;;
M-1669-ET-040B;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 32r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Injunction to continue the processions;Spanish;;;;;
M-1669-ET-040C;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 34r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;The reception of information about the progress of the lava towards the city of Catania;Spanish;;;;;
M-1669-ET-040D;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, 34r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;The reception of information about the progress of the lava towards the city of Catania;Spanish;;;;;
M-1669-ET-040E;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, ff. 249r- 250v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Tribunale del Real Patrimonio;1669;Palermo;;Palermo;Letter relating to the need to appoint a vicar general and to suspend the gabelles in state-owned towns and villages;Spanish;;;;;
M-1669-ET-040F;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 35r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;The reception of information concerning the proximity of the lava to the city of Catania;Spanish;;;;;
M-1669-ET-0410;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 34v-35r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;The reception of information concerning the proximity of the lava to the city of Catania;Spanish;;;;;
M-1669-ET-0411;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, ff. 250v- 251r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Tribunale del Real Patrimonio;1669;Palermo;;Palermo;Letter informing on the appointment of the prince of Campofranco as general vicar;Spanish;;;;;
M-1669-ET-0412;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 35v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Letter informing on the appointment of the prince of Campofranco as general vicar;Spanish;;;;;
M-1669-ET-0413;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Letter announcing the departure of the prince of Campofranco for Catania;Spanish;;;;;
M-1669-ET-0414;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Letter announcing the departure of the prince of Campofranco to Catania;Spanish;;;;;
M-1669-ET-0415;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;The reception of information about the progress of the lava towards the city of Catania;Spanish;;;;;
M-1669-ET-0416;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 38r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Senato of Catania;1669;Palermo;;Catania;Letter about the recognition of the salvation of the city attributed to the patron Sant'Agata;Spanish;;;;;
M-1669-ET-0417;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 39r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;The information received about the deviation of the lava flow to the sea;Spanish;;;;;
M-1669-ET-0418;1669 Etna Eruption;Simancas, Archivo General de Simancas, Estado, Sicilia, 3492, f.62;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Marianna of Austria;1669;Palermo;;Madrid;Dispatch about the appointment of the prince of Campofranco as general vicar;Spanish;;;;;
M-1669-ET-0419;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. . 40r-41r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Riggio, Stefano;1669;Palermo;;Catania;The reception of information about the progress of the lava and and the measures adopted so far;Spanish;;;;;
M-1669-ET-041A;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 43v-44r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Stefano Riggio, prince of Campofranco;1669;Palermo;;Catania;Letter about the information received about the measures adopted to face the emergency;Spanish;;;;;
M-1669-ET-041B;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 45r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Riggio, Stefano;1669;Palermo;;Catania;The reception of information about the progress of the lava and and the measures adopted so far;Spanish;;;;;
M-1669-ET-041C;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 252v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Tribunale del Real Patrimonio;1669;Palermo;;Palermo;Information letter about the measures adopted by the vicar general;Spanish;;;;;
M-1669-ET-041D;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1668, ff. 65r-v;Bonadies, Michelangelo (Bishop of Catania);Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;;Palermo;Commendation letter for the work of Don Pedro Paternò and Castelli and his son Carlos during the Eruption;Spanish;;;;;
M-1669-ET-041E;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 253r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Tribunale del Real Patrimonio;1669;Palermo;;Palermo;Dispatch that instructs the court to deal with the question relating to the construction of the Borgo;Spanish;;;;;
M-1669-ET-041F;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 47r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Riggio, Stefano;1669;Palermo;;Catania;Dispatch that authorize the vicar general to return to Palermo;Spanish;;;;;
M-1669-ET-0420;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 49v-50r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Dispatch that granted 500 scudi for the purchase of a lamp for Sant'Agata;Spanish;;;;;
M-1669-ET-0421;1669 Etna Eruption;Simancas, Archivo General de Simancas, Estado, Sicilia, 3492, f. 90;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Consejo de Estado;1669;Palermo;;Madrid;Copy of a detailed report sent by the general vicar about the measures adopted in the towns and villages affected by the Eruption of Etna;Spanish;;;;;
M-1669-ET-0422;1669 Etna Eruption;Simancas, Archivo General de Simancas, Estado, Sicilia, 3492, f. 88;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Mariana of Austria;1669;Palermo;1669;Madrid;Report on the damage caused by the Eruption on the measures adopted by the vicar general;Spanish;;;;;
M-1669-ET-0423;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688;Senato of Catania;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;;Palermo;Letter about the progress of the lava;Italian;;;;;
M-1669-ET-0424;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1668;Di Paternò e Castello, Giovanni (Captain of Justice);Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;1669;Palermo;Letter concerning the restart of volcanic activity;Italian;;;;;
M-1669-ET-0425;1669 Etna Eruption;Simancas, Archivo General de Simancas, Estado, Sicilia, 3492, f. 61;Consejo de Estado;Charles II;1669;Madrid;;;Consulta (written advice) about the damage caused by the Eruption of Etna;Spanish;;;;;
M-1669-ET-0426;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688;Senato of Catania;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;;Palermo;Letter about the progress of the lava and the request for resources to repair the city of Catania;Italian;;;;;
M-1669-ET-0427;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688;Bonadies, Michelangelo (Bishop of Catania);Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;;Palermo;Letter about the need to build a new Borgo;Spanish;;;;;
M-1669-ET-0428;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 76v-77r;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Captain of Justice;1669;Palermo;;Catania;Dispatch to return the prisoners back in the prison of Catania;Spanish;;;;;
M-1669-ET-0429;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Estado, Sicilia, 3492, f. 87;Consejo de Estado;Mariana of Austria;1669;Madrid;;Madrid;Consulta (written advice) for the approval of the measures adopted by the general vicar during the emergency;Spanish;;;;;
M-1669-ET-042A;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688;Senato of Catania;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;;Palermo;Letter of thanks for the license granted to build the new Borgo;Italian;;;;;
M-1669-ET-042B;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 119r-v;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);Bonadies, Michelangelo (Bishop of Catania);1669;Palermo;;Catania;Dispatch with the assignment of an engineer to verify the damage caused by the Eruption;Spanish;;;;;
M-1669-ET-042C;1669 Etna Eruption;Palermo, Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688;Senato of Catania;Fernández de La Cueva, Francisco (Viceroy of Palermo, duke of Alburquerque);1669;Catania;1670;Palermo;Supplication for the request of intercession with the Court to receive Don Vincenzo Paternò, Baron of Raddusa;Italian;;;;;
M-1674-LO-042D;1674 Lorca Earthquake;Madrid, Archivo Histórico Nacional, Consejo, 51436, exp. 8;Unknown;Unknown;1674;Murcia;;;Report on Earthquake;Spanish;;;;;
M-1677-FU-0901;1677 Fuencaliente Eruption;Madrid, Archivo Histórico Nacional, Inquisición, 2376;Royal Inquisition in the Canary Islands;Inquisitor General;1678;La Palma;1678;Madrid;The Inquisitors of the Canary Islands sent the Supreme Inquisition a report on the Eruption, which caused 'fright' throughout the islands and much damage in La Palma. The two-page report is accompanied by a detailed drawing of the Eruption.;Spanish;I-1677-FU-02E1 / 1677 Fuencaliente Eruption / Eruption of the Fuencaliente volcan (This document is attached to);;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1677-MA-042E;1677 Manila Earthquake;Seville, Archivo General de Indias, Filipinas, 23, r. 17, n. 53;Audiencia of Manila;Charles II;1678;Manila;1679;Madrid;Report on situation & last Earthquake;Spanish;;;;;
